,contributors_enabled,created_at,default_profile,default_profile_image,description,entities,favourites_count,follow_request_sent,followers_count,following,friends_count,geo_enabled,has_extended_profile,id,id_str,is_translation_enabled,is_translator,label,lang,listed_count,location,name,notifications,profile_background_color,profile_background_image_url,profile_background_image_url_https,profile_background_tile,profile_banner_url,profile_image_url,profile_image_url_https,profile_link_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_text_color,profile_use_background_image,protected,screen_name,status,statuses_count,time_zone,translator_type,url,utc_offset,verified,id,reputation,taste
220851636,FALSE,Mon Nov 29 01:04:29 +0000 2010,FALSE,FALSE,What's happiness without the people you love ? #StateNeverSouthern,,1203,,659,,965,TRUE,TRUE,220851636,220851636,FALSE,FALSE,0,en,2,Georgia,Rich Habits,,07090B,http://pbs.twimg.com/profile_background_images/212250744/joe_johnson.jpg,https://pbs.twimg.com/profile_background_images/212250744/joe_johnson.jpg,TRUE,https://pbs.twimg.com/profile_banners/220851636/1459688240,http://pbs.twimg.com/profile_images/883700248564166656/-OiPn7Qe_normal.jpg,https://pbs.twimg.com/profile_images/883700248564166656/-OiPn7Qe_normal.jpg,C34242,BFBFBF,C9C9C9,1C1F23,TRUE,FALSE,_RichieRich24,,8048,Eastern Time (US & Canada),none,,-18000,FALSE,220851636,0.405055487,0.632235553
2211596977,FALSE,Sun Nov 24 00:52:10 +0000 2013,TRUE,FALSE,"19.?- MUE? ?: divnvvvv ?: @doseofdiana_ ??divnvvvv@icloud.com DISCOUNT CODE: ""doseofdiana"" for $$$ off your dodolashes and muddy body purchase!",,1935,,1568,,2601,TRUE,TRUE,2211596977,2211596977,FALSE,FALSE,0,en,4,| Cali ??Chicago |,D?,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/2211596977/1498268681,http://pbs.twimg.com/profile_images/921598128985399296/oGzWkbWv_normal.jpg,https://pbs.twimg.com/profile_images/921598128985399296/oGzWkbWv_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,TRUE,doseofdiana_,,32299,,none,,,FALSE,2211596977,,
221404952,FALSE,Tue Nov 30 15:44:31 +0000 2010,FALSE,FALSE,Fan of quirky stories and enterprising journalism. Opinions are my own.,,1024,,892,,348,TRUE,FALSE,221404952,221404952,FALSE,FALSE,0,en,25,"Saint John, New Brunswick",Jack Poirier,,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/221404952/1449072214,http://pbs.twimg.com/profile_images/672083037606166528/aKyUjR_n_normal.jpg,https://pbs.twimg.com/profile_images/672083037606166528/aKyUjR_n_normal.jpg,FF0000,65B0DA,7AC3EE,3D1957,TRUE,FALSE,JackPoirier17,,4295,Eastern Time (US & Canada),none,,-18000,FALSE,221404952,0.71900161,0.702417631
221602981,FALSE,Wed Dec 01 02:54:03 +0000 2010,FALSE,FALSE,,,505,,1031,,569,TRUE,TRUE,221602981,221602981,FALSE,FALSE,0,en,0,Detroit,Tre,,1A1B1F,http://pbs.twimg.com/profile_background_images/335843933/25213-duke-400x300.jpg,https://pbs.twimg.com/profile_background_images/335843933/25213-duke-400x300.jpg,TRUE,https://pbs.twimg.com/profile_banners/221602981/1453779851,http://pbs.twimg.com/profile_images/792534180001439745/-ajtK7n3_normal.jpg,https://pbs.twimg.com/profile_images/792534180001439745/-ajtK7n3_normal.jpg,2FC2EF,181A1E,252429,666666,TRUE,FALSE,TreMVP,,11247,Eastern Time (US & Canada),none,https://t.co/C961BIiQ89,-18000,FALSE,221602981,0.644818976,0.718407523
221689793,FALSE,Wed Dec 01 10:13:30 +0000 2010,FALSE,FALSE,,,5839,,202,,98,TRUE,TRUE,221689793,221689793,FALSE,FALSE,0,en,18,"California, USA",Alen,,0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/221689793/1509412437,http://pbs.twimg.com/profile_images/927358437125525504/cFYDAKZ2_normal.jpg,https://pbs.twimg.com/profile_images/927358437125525504/cFYDAKZ2_normal.jpg,1B95E0,0,0,0,FALSE,FALSE,EvilFootLong,,5609,Pacific Time (US & Canada),none,https://t.co/xGBv0wx1B0,-28800,FALSE,221689793,0.667763158,0.514764882
2218376174,FALSE,Wed Nov 27 20:15:08 +0000 2013,FALSE,FALSE,eat healthy foods to stay healthy,,0,,1660,,2123,FALSE,FALSE,2218376174,2218376174,FALSE,FALSE,0,en,8,"rochester mills, pa",Sileas Warwick,,B2DFDA,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,FALSE,https://pbs.twimg.com/profile_banners/2218376174/1428418475,http://pbs.twimg.com/profile_images/585455594221371392/7_Ujfua5_normal.jpg,https://pbs.twimg.com/profile_images/585455594221371392/7_Ujfua5_normal.jpg,93A644,EEEEEE,FFFFFF,333333,TRUE,FALSE,sileaswarwick,,4528,Bucharest,none,,7200,FALSE,2218376174,0.438772811,0.485332313
2218930639,FALSE,Thu Nov 28 05:12:39 +0000 2013,FALSE,FALSE,YouTuber & Twitch Partner | https://t.co/U5G0XQrjqq | biboyqgbusiness@gmail.com,,1583,,23107,,100,TRUE,TRUE,2218930639,2218930639,FALSE,FALSE,0,en,17,California,Ace,,0,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,FALSE,https://pbs.twimg.com/profile_banners/2218930639/1504341123,http://pbs.twimg.com/profile_images/924121998757789696/igY_i8k7_normal.jpg,https://pbs.twimg.com/profile_images/924121998757789696/igY_i8k7_normal.jpg,222222,0,0,0,FALSE,FALSE,BiboyQG,,4145,Pacific Time (US & Canada),none,https://t.co/Wq7BMjfaxj,-28800,FALSE,2218930639,0.995643735,0.910186279
2223199237,FALSE,Sat Nov 30 14:32:00 +0000 2013,FALSE,FALSE,sunshine / sexy drowned octopus / also known as pho / will fight everything,,60,,34,,45,FALSE,FALSE,2223199237,2223199237,FALSE,FALSE,0,en,0,hiding in plain sight,[FIGHT ME],,C0DEED,http://pbs.twimg.com/profile_background_images/378800000158505401/oHoDXa7I.jpeg,https://pbs.twimg.com/profile_background_images/378800000158505401/oHoDXa7I.jpeg,TRUE,https://pbs.twimg.com/profile_banners/2223199237/1422102577,http://pbs.twimg.com/profile_images/662644920172216323/RlntVHff_normal.jpg,https://pbs.twimg.com/profile_images/662644920172216323/RlntVHff_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,TRUE,FALSE,inkedpaperbacks,,1099,,none,https://t.co/E25TNaUcNs,,FALSE,2223199237,0.430379747,0.610745309
2223355820,FALSE,Sat Nov 30 16:13:28 +0000 2013,FALSE,FALSE,Chase ur dreams on ur high heels ?,,17156,,1385,,740,TRUE,TRUE,2223355820,2223355820,FALSE,FALSE,0,en,4,,????? ?????,,FFFFFF,http://pbs.twimg.com/profile_background_images/563744883534348288/4nfz5791.jpeg,https://pbs.twimg.com/profile_background_images/563744883534348288/4nfz5791.jpeg,TRUE,https://pbs.twimg.com/profile_banners/2223355820/1510408787,http://pbs.twimg.com/profile_images/929001110106292224/xWzn-7K5_normal.jpg,https://pbs.twimg.com/profile_images/929001110106292224/xWzn-7K5_normal.jpg,F5ABB5,FFFFFF,DDEEF6,333333,TRUE,FALSE,shofeaa,,74555,Beijing,none,,28800,FALSE,2223355820,0.651764706,0.609682673
2223496619,FALSE,Fri Dec 13 14:30:29 +0000 2013,FALSE,FALSE,Always help someone. You might be the only one that does. I'm working in a flower shop in Oslo ?,,724,,49,,126,TRUE,FALSE,2223496619,2223496619,FALSE,FALSE,0,en,1,Norway,Nina Vollset,,0,http://pbs.twimg.com/profile_background_images/378800000150648648/TB66nFJF.jpeg,https://pbs.twimg.com/profile_background_images/378800000150648648/TB66nFJF.jpeg,TRUE,https://pbs.twimg.com/profile_banners/2223496619/1492890899,http://pbs.twimg.com/profile_images/673598740024991744/JT2JMoNN_normal.jpg,https://pbs.twimg.com/profile_images/673598740024991744/JT2JMoNN_normal.jpg,B3ACB3,FFFFFF,78C0A8,5E412F,TRUE,FALSE,NinaMVollset,,1709,,none,https://t.co/rErIrVaIsG,,FALSE,2223496619,0.28,0.853778227
2225455784,FALSE,Sun Dec 01 19:15:37 +0000 2013,FALSE,FALSE,"17 year old licensed Cosmetologist, training Esthetician, avid concert goer, and music freak",,10811,,653,,1323,TRUE,TRUE,2225455784,2225455784,FALSE,FALSE,0,en,9,"Long Island, NY",Kaylyn,,12B88F,http://pbs.twimg.com/profile_background_images/378800000174783259/TZgY7J4y.png,https://pbs.twimg.com/profile_background_images/378800000174783259/TZgY7J4y.png,TRUE,https://pbs.twimg.com/profile_banners/2225455784/1489163058,http://pbs.twimg.com/profile_images/908682967534460928/JZjskfba_normal.jpg,https://pbs.twimg.com/profile_images/908682967534460928/JZjskfba_normal.jpg,E967F5,FFFFFF,DDEEF6,333333,TRUE,FALSE,HeyItsKay28,,15307,Eastern Time (US & Canada),none,,-18000,FALSE,,,
2226246259,FALSE,Mon Dec 02 07:25:04 +0000 2013,FALSE,FALSE,Fantasy football scout for @Jock_Reynolds - Fan of @Adelaide_FC,,5989,,3493,,3304,TRUE,FALSE,2226246259,2226246259,FALSE,FALSE,0,en,36,"Adelaide, South Australia",Barron Von Crow,,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/2226246259/1505556817,http://pbs.twimg.com/profile_images/700849493994921984/bYM9Eza__normal.jpg,https://pbs.twimg.com/profile_images/700849493994921984/bYM9Eza__normal.jpg,9999,EEEEEE,EFEFEF,333333,TRUE,FALSE,BarronVonCrow,,18182,Adelaide,none,https://t.co/BJsST6ZFmF,37800,FALSE,2226246259,0.514260512,0.24882642
22263651,FALSE,Sat Feb 28 15:19:53 +0000 2009,FALSE,FALSE,"The Nation’s Largest Network of Free, Expert Business Mentors",,10832,,39331,,1941,FALSE,FALSE,22263651,22263651,FALSE,FALSE,1,en,1620,US - 300+ locations and online,SCORE Mentors,,C0DEED,http://pbs.twimg.com/profile_background_images/382619619/score_twitterbg.png,https://pbs.twimg.com/profile_background_images/382619619/score_twitterbg.png,FALSE,https://pbs.twimg.com/profile_banners/22263651/1507834727,http://pbs.twimg.com/profile_images/669595253737844736/yoZU7KiR_normal.jpg,https://pbs.twimg.com/profile_images/669595253737844736/yoZU7KiR_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,TRUE,FALSE,SCOREMentors,,18374,Eastern Time (US & Canada),none,http://t.co/BD7nv9Vf1j,-18000,FALSE,22263651,0.952911,0.698938391
2227215693,FALSE,Sun Dec 15 15:21:18 +0000 2013,TRUE,FALSE,University of Birmingham Business Student | WWFC |,,50502,,153,,132,FALSE,TRUE,2227215693,2227215693,FALSE,FALSE,0,en,1,"High Wycombe, England",Shuaib Uthman,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/2227215693/1458356022,http://pbs.twimg.com/profile_images/590191352077545474/K0yCtMEZ_normal.jpg,https://pbs.twimg.com/profile_images/590191352077545474/K0yCtMEZ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,Shuaib1994,,5153,,none,,,FALSE,2227215693,0.535211268,0.928611715
222780160,FALSE,Sat Dec 04 12:37:02 +0000 2010,FALSE,FALSE,Her insan?n denize k?y?s? olmal? / Ege Üniversitesi,,1962,,528,,511,TRUE,TRUE,222780160,222780160,FALSE,FALSE,0,tr,5,?zmir,Buse Ak?ehirlio?lu,,9F22D1,http://pbs.twimg.com/profile_background_images/727637691/36da5760a6c1abd5dbf19d4f0cf288b8.jpeg,https://pbs.twimg.com/profile_background_images/727637691/36da5760a6c1abd5dbf19d4f0cf288b8.jpeg,TRUE,https://pbs.twimg.com/profile_banners/222780160/1456943686,http://pbs.twimg.com/profile_images/850688340357677056/G0HR_k0J_normal.jpg,https://pbs.twimg.com/profile_images/850688340357677056/G0HR_k0J_normal.jpg,2DA4CF,0,DDEEF6,333333,TRUE,FALSE,Buseaksehirli,,21194,Quito,none,,-18000,FALSE,222780160,0.509633911,0.797303887
222925976,FALSE,Sat Dec 04 21:32:53 +0000 2010,FALSE,FALSE,Hidalgo. México.,,318,,588,,117,TRUE,TRUE,222925976,222925976,FALSE,FALSE,0,en,2,,FlatchGordo,,C0DEED,http://pbs.twimg.com/profile_background_images/378800000007252734/22065a7110c5c323182fe2b120e3fb3a.jpeg,https://pbs.twimg.com/profile_background_images/378800000007252734/22065a7110c5c323182fe2b120e3fb3a.jpeg,FALSE,https://pbs.twimg.com/profile_banners/222925976/1465272526,http://pbs.twimg.com/profile_images/791120042632982528/_ZiH_n30_normal.jpg,https://pbs.twimg.com/profile_images/791120042632982528/_ZiH_n30_normal.jpg,0084B4,0,DDEEF6,333333,TRUE,TRUE,GiovanniMeloR,,4111,Mexico City,none,,-21600,FALSE,222925976,,
22293055,FALSE,Sat Feb 28 20:39:49 +0000 2009,FALSE,FALSE,Teacher. Librarian-in-training. Always looking for better.,,2123,,418,,731,TRUE,TRUE,22293055,22293055,FALSE,FALSE,0,en,11,"Chicago, IL",Sara Snider,,FFFFFF,http://pbs.twimg.com/profile_background_images/523961473404383235/ysEKs94n.png,https://pbs.twimg.com/profile_background_images/523961473404383235/ysEKs94n.png,FALSE,https://pbs.twimg.com/profile_banners/22293055/1500651034,http://pbs.twimg.com/profile_images/817132355878027264/uqvu9h-m_normal.jpg,https://pbs.twimg.com/profile_images/817132355878027264/uqvu9h-m_normal.jpg,0,FFFFFF,FFFFFF,0,TRUE,FALSE,seraemsnyder,,5072,Central Time (US & Canada),none,,-21600,FALSE,22293055,0.364031277,0.814837769
222967641,FALSE,Sun Dec 05 00:25:25 +0000 2010,TRUE,FALSE,Reading FC.?,,7302,,663,,547,FALSE,TRUE,222967641,222967641,FALSE,FALSE,0,en,1,Oxfordshire ,Lewis Wilcox,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/222967641/1483800690,http://pbs.twimg.com/profile_images/754520994669326336/u-v6wTcT_normal.jpg,https://pbs.twimg.com/profile_images/754520994669326336/u-v6wTcT_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,LewyWilcox,,7469,Amsterdam,none,,3600,FALSE,222967641,0.548760331,0.571145037
22297031,FALSE,Sat Feb 28 21:23:11 +0000 2009,FALSE,FALSE,,,5,,1516,,1945,FALSE,FALSE,22297031,22297031,FALSE,FALSE,1,en,10,Charmhaven,Robyn Black,,352726,http://pbs.twimg.com/profile_background_images/40971494/Background_28.jpg,https://pbs.twimg.com/profile_background_images/40971494/Background_28.jpg,FALSE,,http://pbs.twimg.com/profile_images/84738253/robynavatar_normal.jpg,https://pbs.twimg.com/profile_images/84738253/robynavatar_normal.jpg,D02B55,829D5E,99CC33,3E4415,TRUE,FALSE,robynsbiz,,8956,Sydney,none,,39600,FALSE,22297031,0.438312626,0.534763383
223017732,FALSE,Sun Dec 05 04:04:47 +0000 2010,FALSE,FALSE,"Just a young Boston kid trying to change the world. @Suffolk_U grad. Former @BostonGlobe Sports Correspondent, Founder/Editor in Chief of @beantownblitz12.",,10340,,592,,566,TRUE,TRUE,223017732,223017732,FALSE,FALSE,0,en,13,"Boston, MA",Bigfrang,,232323,http://pbs.twimg.com/profile_background_images/798505964/442205d575e8ce10879d1d19b5461e68.jpeg,https://pbs.twimg.com/profile_background_images/798505964/442205d575e8ce10879d1d19b5461e68.jpeg,TRUE,https://pbs.twimg.com/profile_banners/223017732/1461796332,http://pbs.twimg.com/profile_images/811416219060420608/NhNeHYRR_normal.jpg,https://pbs.twimg.com/profile_images/811416219060420608/NhNeHYRR_normal.jpg,04824C,FFFFFF,242424,B9B9B9,TRUE,FALSE,bigfrang,,33852,Eastern Time (US & Canada),none,https://t.co/bebYF9AYpr,-18000,FALSE,223017732,0.510803803,0.745554468
2231476190,FALSE,Thu Dec 05 13:28:22 +0000 2013,FALSE,FALSE,Love Twitter | like listening to songs | Tweet/RT interesting #quotes | 19,,2558,,1378,,1032,FALSE,TRUE,2231476190,2231476190,FALSE,FALSE,1,en,44,"New Delhi, India",Avantika  ?,,FF6699,http://abs.twimg.com/images/themes/theme11/bg.gif,https://abs.twimg.com/images/themes/theme11/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/2231476190/1438971069,http://pbs.twimg.com/profile_images/629278393813479424/qdabaFtJ_normal.jpg,https://pbs.twimg.com/profile_images/629278393813479424/qdabaFtJ_normal.jpg,B40B43,CC3366,E5507E,362720,TRUE,FALSE,Avantika_96,,1529,Pacific Time (US & Canada),none,,-28800,FALSE,2231476190,0.57219917,0.498790445
22333656,FALSE,Sun Mar 01 04:57:52 +0000 2009,FALSE,FALSE,Your NEWS source for #ManOfSteel @BatmanvSuperman @justiceleaguewb films & all #Clois/ #Superman actors in TV & Films | Plus @WonderWomanFilm & #DCEU films!,,3688,,1473,,249,TRUE,FALSE,22333656,22333656,FALSE,FALSE,1,en,26,"Daily Planet, Metropolis, USA",Lane & Kent,,0099B9,http://pbs.twimg.com/profile_background_images/875189374/f1d293e1bc9851a89e20c225bdc03e6e.jpeg,https://pbs.twimg.com/profile_background_images/875189374/f1d293e1bc9851a89e20c225bdc03e6e.jpeg,TRUE,https://pbs.twimg.com/profile_banners/22333656/1507494914,http://pbs.twimg.com/profile_images/917107646280404992/HYzwzoBB_normal.jpg,https://pbs.twimg.com/profile_images/917107646280404992/HYzwzoBB_normal.jpg,0099B9,0,95E8EC,3C3940,TRUE,FALSE,laneandkentnews,,8612,Eastern Time (US & Canada),none,https://t.co/96zYXt9Sxb,-18000,FALSE,22333656,0.855902778,0.856274431
2238437917,FALSE,Tue Dec 10 01:58:01 +0000 2013,FALSE,FALSE,21898,,22941,,140,,156,FALSE,FALSE,2238437917,2238437917,FALSE,FALSE,1,en,0,i live in seungcheol's dimples,sebentin,,0,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/2238437917/1443828387,http://pbs.twimg.com/profile_images/650089337506295808/XPx7rkPw_normal.jpg,https://pbs.twimg.com/profile_images/650089337506295808/XPx7rkPw_normal.jpg,ABB8C2,0,0,0,FALSE,FALSE,seventeenjam,,3876,Arizona,none,,-25200,FALSE,2238437917,0.472972973,0.747200746
223900261,FALSE,Tue Dec 07 16:48:25 +0000 2010,FALSE,FALSE,"Husband to Samantha, Father of Layla and Presley, and Executive Pastor at Strong Tower Church. My passion is helping small town pastors grow their churches.",,1147,,647,,806,TRUE,TRUE,223900261,223900261,FALSE,FALSE,1,en,6,"Westmoreland, TN",Travis Stephens,,0,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,FALSE,https://pbs.twimg.com/profile_banners/223900261/1441921182,http://pbs.twimg.com/profile_images/655118547211845633/o5EL-Qwc_normal.jpg,https://pbs.twimg.com/profile_images/655118547211845633/o5EL-Qwc_normal.jpg,3B94D9,0,0,0,FALSE,FALSE,STTravis,,3553,Central Time (US & Canada),none,http://t.co/aiApWHDEkk,-21600,FALSE,223900261,0.44604811,0.549265802
224039405,FALSE,Wed Dec 08 00:33:37 +0000 2010,FALSE,FALSE,"CoffeeBlood, ChocoTaste, LiveHighheels, WearPerfume,
LoveTV",,1,,0,,1,TRUE,FALSE,224039405,224039405,FALSE,FALSE,1,ko,0,"Jeju, Korea",SeonmiJwa,,8B542B,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,,http://pbs.twimg.com/profile_images/1185168747/_________normal.jpg,https://pbs.twimg.com/profile_images/1185168747/_________normal.jpg,9D582E,D9B17E,EADEAA,5B337A,TRUE,TRUE,Jwarasunabi,,7519,Seoul,none,,32400,FALSE,224039405,,
2241040843,FALSE,Wed Dec 11 16:31:09 +0000 2013,FALSE,FALSE,"Real friends don't leave friends' #ICS behind #firewalls. 
Be part of the #ICS #cybersecurity evolution. Go #unidirectional.",,324,,1096,,393,FALSE,FALSE,2241040843,2241040843,FALSE,FALSE,1,en,107,Israel and Virginia,Waterfall Security,,990000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,TRUE,https://pbs.twimg.com/profile_banners/2241040843/1491218822,http://pbs.twimg.com/profile_images/747096964551032833/qUENLmnJ_normal.jpg,https://pbs.twimg.com/profile_images/747096964551032833/qUENLmnJ_normal.jpg,E03C31,FFFFFF,EFEFEF,333333,TRUE,FALSE,WaterfallSecure,,2102,Eastern Time (US & Canada),none,http://t.co/AtOlJZPIi0,-18000,FALSE,2241040843,0.736241611,0.718307156
2241973103,FALSE,Tue Dec 24 17:53:18 +0000 2013,TRUE,FALSE,,,778,,183,,1105,FALSE,FALSE,2241973103,2241973103,FALSE,FALSE,1,en,0,,ujala,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/2241973103/1469911963,http://pbs.twimg.com/profile_images/415540961335599104/2ejJ8MFR_normal.jpeg,https://pbs.twimg.com/profile_images/415540961335599104/2ejJ8MFR_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,UjalaShah11,,812,,none,,,FALSE,2241973103,0.140856031,0.88182721
2242313196,FALSE,Thu Dec 12 12:42:57 +0000 2013,TRUE,FALSE,,,0,,282,,184,FALSE,FALSE,2242313196,2242313196,FALSE,FALSE,1,en,12,,??? ?? ???,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,,http://pbs.twimg.com/profile_images/378800000862389444/kQAR0k3x_normal.jpeg,https://pbs.twimg.com/profile_images/378800000862389444/kQAR0k3x_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,Saif_Bin01,,4054,Baku,none,,14400,FALSE,2242313196,0.605150215,0.599345537
224252173,FALSE,Wed Dec 08 14:52:53 +0000 2010,TRUE,FALSE,,,0,,9,,8,FALSE,FALSE,224252173,224252173,FALSE,FALSE,1,en,0,"33.564144,35.401634",mousab,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/224252173/1406910095,http://pbs.twimg.com/profile_images/639766756727332864/MQ4Fgjt9_normal.jpg,https://pbs.twimg.com/profile_images/639766756727332864/MQ4Fgjt9_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,zeibak1,,2348,,none,,,FALSE,224252173,0.529411765,0.790469995
2243111964,FALSE,Fri Dec 13 00:27:17 +0000 2013,TRUE,FALSE,"#SniperStatus

Wisconsin ?? Austin, Texas?",,1169,,348,,578,FALSE,TRUE,2243111964,2243111964,FALSE,FALSE,1,en,0,"Austin, TX",Raphael ??,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/2243111964/1506976098,http://pbs.twimg.com/profile_images/911841467630604288/JVirCInJ_normal.jpg,https://pbs.twimg.com/profile_images/911841467630604288/JVirCInJ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,Lil_Carlos___,,1035,,none,,,FALSE,2243111964,0.368644068,0.58084401
2243245631,FALSE,Wed Dec 25 13:44:32 +0000 2013,TRUE,FALSE,"Retired Restaurateur,Veg food Expert, Support Shree Anna Hazare,CM Arvind Kejriwal n PM Narendra Modi.Like to Improve India.Oppose Congress.
Indian Citizen.",,3950,,5336,,5692,TRUE,FALSE,2243245631,2243245631,FALSE,FALSE,0,en,51,"Brent,London,UK/Surat,India",Hemant kumar Desai,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/2243245631/1497093226,http://pbs.twimg.com/profile_images/873496485756850176/gsbecnbA_normal.jpg,https://pbs.twimg.com/profile_images/873496485756850176/gsbecnbA_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,hkvdesaihemant,,63767,,none,,,FALSE,2243245631,0.483300235,0.42340771
2243449855,FALSE,Fri Dec 13 06:16:44 +0000 2013,TRUE,FALSE,,,1933,,5,,36,FALSE,FALSE,2243449855,2243449855,FALSE,FALSE,1,en,0,United States,Iris Jefferson,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,,http://pbs.twimg.com/profile_images/647178397936816128/GsIaT3YB_normal.jpg,https://pbs.twimg.com/profile_images/647178397936816128/GsIaT3YB_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,bozemanskid,,285,,none,,,FALSE,2243449855,0.12195122,0.959583473
224375688,FALSE,Wed Dec 08 21:04:05 +0000 2010,FALSE,FALSE,20. Makeup artist. Message me to book? instagram: bmc_makeup and biancacorso. snapchat: biancacorso. RIP Mom?,,2184,,694,,696,TRUE,TRUE,224375688,224375688,FALSE,FALSE,0,en,6,"Cranston, RI",Bianca Corso,,C0DEED,http://pbs.twimg.com/profile_background_images/189295783/ou.jpg,https://pbs.twimg.com/profile_background_images/189295783/ou.jpg,TRUE,https://pbs.twimg.com/profile_banners/224375688/1441176769,http://pbs.twimg.com/profile_images/817594775234899968/iOCXCP2l_normal.jpg,https://pbs.twimg.com/profile_images/817594775234899968/iOCXCP2l_normal.jpg,0084B4,C0DEED,DDEEF6,333333,TRUE,FALSE,bcorsoxo,,36705,Quito,none,https://t.co/m4l9Z7sLkB,-18000,FALSE,224375688,0.499640029,0.717014139
2244351768,FALSE,Fri Dec 13 19:12:26 +0000 2013,FALSE,FALSE,Take your music to new  with our  excellent SoundCloud Service,,764,,92,,713,FALSE,FALSE,2244351768,2244351768,TRUE,FALSE,1,en,5,Aurora Ohio,SoundCloud Promte,,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,FALSE,,http://pbs.twimg.com/profile_images/586734284221710336/6yZ4woWv_normal.jpg,https://pbs.twimg.com/profile_images/586734284221710336/6yZ4woWv_normal.jpg,D02B55,829D5E,99CC33,3E4415,TRUE,FALSE,SCProotme,,965,,none,http://t.co/cSTNZl5UeH,,FALSE,2244351768,0.115384615,0.916880794
2244794124,FALSE,Sat Dec 14 01:34:46 +0000 2013,TRUE,FALSE,"Selling quality flatware, silverware, and vintage costume jewelry.  Top Rated eBay seller since 2005. Create YOUR Stuffalicious Style!",,802,,4936,,5024,FALSE,FALSE,2244794124,2244794124,FALSE,FALSE,1,en,106,Arkansas,Stuff4uand4u,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,FALSE,https://pbs.twimg.com/profile_banners/2244794124/1435707208,http://pbs.twimg.com/profile_images/578875913489772544/T6lna-l4_normal.png,https://pbs.twimg.com/profile_images/578875913489772544/T6lna-l4_normal.png,1DA1F2,C0DEED,DDEEF6,333333,TRUE,FALSE,stuff4uand4u,,11047,,none,http://t.co/PtK4XILfTX,,FALSE,2244794124,0.495244769,0.48971329
